instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
4631,7/16/2011,3,0,7,20,0,6,0,1,0.72,0.6667,0.51,0.2239,108,188,296
4632,7/16/2011,3,0,7,21,0,6,0,1,0.7,0.6515,0.58,0.2239,85,167,252
4633,7/16/2011,3,0,7,22,0,6,0,1,0.7,0.6515,0.65,0.2836,65,136,201
4634,7/16/2011,3,0,7,23,0,6,0,1,0.68,0.6364,0.61,0.2239,61,107,168
4635,7/17/2011,3,0,7,0,0,0,0,1,0.66,0.6212,0.65,0.2239,34,91,125
4636,7/17/2011,3,0,7,1,0,0,0,1,0.64,0.6061,0.69,0.194,16,86,102
4637,7/17/2011,3,0,7,2,0,0,0,1,0.64,0.6061,0.69,0.2239,28,66,94
4638,7/17/2011,3,0,7,3,0,0,0,1,0.64,0.6061,0.69,0.2239,21,26,47
4639,7/17/2011,3,0,7,4,0,0,0,1,0.62,0.5909,0.73,0.1642,4,6,10
4640,7/17/2011,3,0,7,5,0,0,0,1,0.64,0.6061,0.69,0.2239,4,8,12
4641,7/17/2011,3,0,7,6,0,0,0,1,0.62,0.5909,0.73,0.1642,10,11,21
4642,7/17/2011,3,0,7,7,0,0,0,1,0.64,0.6061,0.73,0.1642,20,30,50
4643,7/17/2011,3,0,7,8,0,0,0,1,0.68,0.6364,0.65,0.2239,45,73,118
4644,7/17/2011,3,0,7,9,0,0,0,1,0.72,0.6667,0.58,0.2239,74,110,184
4645,7/17/2011,3,0,7,10,0,0,0,1,0.74,0.6818,0.6,0.2239,127,177,304
4646,7/17/2011,3,0,7,11,0,0,0,1,0.76,0.697,0.55,0.2836,147,244,391
4647,7/17/2011,3,0,7,12,0,0,0,1,0.76,0.697,0.55,0.2836,177,243,420
4648,7/17/2011,3,0,7,13,0,0,0,1,0.8,0.7424,0.49,0.2985,200,272,472
4649,7/17/2011,3,0,7,14,0,0,0,1,0.8,0.7424,0.49,0.3582,168,262,430
4650,7/17/2011,3,0,7,15,0,0,0,1,0.82,0.7424,0.43,0.2985,129,195,324
4651,7/17/2011,3,0,7,16,0,0,0,1,0.8,0.7273,0.46,0.2985,129,188,317
4652,7/17/2011,3,0,7,17,0,0,0,1,0.8,0.7424,0.49,0.3881,133,236,369
4653,7/17/2011,3,0,7,18,0,0,0,1,0.8,0.7273,0.46,0.2985,147,243,390
4654,7/17/2011,3,0,7,19,0,0,0,1,0.76,0.697,0.55,0.2836,145,234,379
4655,7/17/2011,3,0,7,20,0,0,0,1,0.76,0.7121,0.58,0.2537,85,177,262
4656,7/17/2011,3,0,7,21,0,0,0,1,0.74,0.6818,0.62,0.2239,59,148,207
4657,7/17/2011,3,0,7,22,0,0,0,1,0.72,0.6818,0.66,0.2239,65,116,181
4658,7/17/2011,3,0,7,23,0,0,0,1,0.7,0.6667,0.74,0.1343,39,54,93
4659,7/18/2011,3,0,7,0,0,1,1,1,0.7,0.6667,0.74,0.1343,21,30,51
4660,7/18/2011,3,0,7,1,0,1,1,1,0.7,0.6667,0.74,0.2239,17,8,25
4661,7/18/2011,3,0,7,2,0,1,1,1,0.66,0.6061,0.83,0.2239,2,8,10
4662,7/18/2011,3,0,7,3,0,1,1,1,0.66,0.6061,0.78,0.194,3,4,7
4663,7/18/2011,3,0,7,4,0,1,1,1,0.64,0.5909,0.78,0.1642,1,3,4
4664,7/18/2011,3,0,7,5,0,1,1,1,0.64,0.5909,0.78,0.1045,2,15,17
4665,7/18/2011,3,0,7,6,0,1,1,1,0.64,0.5758,0.83,0.1045,10,95,105
4666,7/18/2011,3,0,7,7,0,1,1,1,0.68,0.6364,0.74,0.2239,22,255,277
4667,7/18/2011,3,0,7,8,0,1,1,1,0.7,0.6515,0.7,0.194,18,329,347
4668,7/18/2011,3,0,7,9,0,1,1,1,0.74,0.697,0.67,0.2239,33,170,203
4669,7/18/2011,3,0,7,10,0,1,1,1,0.76,0.7121,0.62,0.194,52,78,130
4670,7/18/2011,3,0,7,11,0,1,1,1,0.8,0.7576,0.55,0.0896,42,99,141
4671,7/18/2011,3,0,7,12,0,1,1,1,0.8,0.7727,0.59,0.194,39,126,165
4672,7/18/2011,3,0,7,13,0,1,1,1,0.82,0.7879,0.56,0.2537,27,125,152
4673,7/18/2011,3,0,7,14,0,1,1,1,0.82,0.7879,0.56,0.3284,32,106,138
4674,7/18/2011,3,0,7,15,0,1,1,1,0.84,0.803,0.53,0.3284,53,111,164
4675,7/18/2011,3,0,7,16,0,1,1,1,0.84,0.803,0.53,0.2836,45,220,265
4676,7/18/2011,3,0,7,17,0,1,1,1,0.84,0.7879,0.49,0.3284,72,473,545
4677,7/18/2011,3,0,7,18,0,1,1,1,0.82,0.7727,0.49,0.3582,80,478,558
4678,7/18/2011,3,0,7,19,0,1,1,1,0.8,0.7576,0.55,0.2239,63,335,398
4679,7/18/2011,3,0,7,20,0,1,1,1,0.78,0.7424,0.59,0.2239,91,232,323
4680,7/18/2011,3,0,7,21,0,1,1,1,0.74,0.697,0.66,0.194,48,154,202
4681,7/18/2011,3,0,7,22,0,1,1,1,0.76,0.7273,0.66,0.2239,36,104,140
4682,7/18/2011,3,0,7,23,0,1,1,1,0.74,0.697,0.66,0.1642,32,59,91
4683,7/19/2011,3,0,7,0,0,2,1,1,0.74,0.697,0.66,0.1045,25,26,51
4684,7/19/2011,3,0,7,1,0,2,1,2,0.74,0.697,0.66,0.1343,7,6,13
4685,7/19/2011,3,0,7,2,0,2,1,1,0.72,0.6818,0.7,0.1642,9,4,13
4686,7/19/2011,3,0,7,3,0,2,1,1,0.72,0.6818,0.7,0.1642,2,1,3
4687,7/19/2011,3,0,7,4,0,2,1,1,0.72,0.6818,0.7,0.1343,1,4,5
4688,7/19/2011,3,0,7,5,0,2,1,2,0.7,0.6667,0.74,0.1045,0,19,19
4689,7/19/2011,3,0,7,6,0,2,1,2,0.72,0.697,0.74,0.1045,8,126,134
4690,7/19/2011,3,0,7,7,0,2,1,2,0.74,0.697,0.7,0.1642,28,287,315
4691,7/19/2011,3,0,7,8,0,2,1,2,0.76,0.7273,0.7,0.1642,31,381,412
4692,7/19/2011,3,0,7,9,0,2,1,2,0.8,0.7879,0.63,0.1343,22,177,199
4693,7/19/2011,3,0,7,10,0,2,1,2,0.82,0.7879,0.56,0.1642,29,112,141
4694,7/19/2011,3,0,7,11,0,2,1,1,0.82,0.803,0.59,0,29,98,127
4695,7/19/2011,3,0,7,12,0,2,1,1,0.84,0.8182,0.56,0.0896,26,127,153
4696,7/19/2011,3,0,7,13,0,2,1,1,0.86,0.8333,0.53,0.1045,33,139,172
4697,7/19/2011,3,0,7,14,0,2,1,1,0.86,0.8182,0.5,0.194,41,111,152
4698,7/19/2011,3,0,7,15,0,2,1,1,0.88,0.8182,0.44,0.194,48,110,158
4699,7/19/2011,3,0,7,16,0,2,1,1,0.9,0.8485,0.42,0.2985,61,216,277
4700,7/19/2011,3,0,7,17,0,2,1,1,0.8,0.803,0.66,0,68,445,513
4701,7/19/2011,3,0,7,18,0,2,1,1,0.8,0.803,0.66,0.1343,80,450,530
4702,7/19/2011,3,0,7,19,0,2,1,1,0.76,0.7424,0.75,0.194,54,334,388
4703,7/19/2011,3,0,7,20,0,2,1,1,0.74,0.7273,0.74,0.0896,48,229,277
4704,7/19/2011,3,0,7,21,0,2,1,1,0.74,0.7121,0.74,0.1343,47,194,241
4705,7/19/2011,3,0,7,22,0,2,1,1,0.74,0.7121,0.74,0,36,120,156
4706,7/19/2011,3,0,7,23,0,2,1,3,0.72,0.697,0.79,0.1642,19,73,92
4707,7/20/2011,3,0,7,0,0,3,1,1,0.7,0.6667,0.84,0.1045,11,29,40
4708,7/20/2011,3,0,7,1,0,3,1,1,0.7,0.6667,0.84,0,4,7,11
4709,7/20/2011,3,0,7,2,0,3,1,1,0.7,0.6667,0.84,0,2,7,9
4710,7/20/2011,3,0,7,3,0,3,1,1,0.7,0.6667,0.84,0.1045,2,4,6
4711,7/20/2011,3,0,7,4,0,3,1,1,0.68,0.6364,0.83,0,0,4,4
4712,7/20/2011,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.1045,4,19,23
4713,7/20/2011,3,0,7,6,0,3,1,2,0.68,0.6364,0.89,0.1045,5,111,116
4714,7/20/2011,3,0,7,7,0,3,1,2,0.7,0.6667,0.84,0.1045,27,276,303
4715,7/20/2011,3,0,7,8,0,3,1,1,0.74,0.7121,0.74,0,34,404,438
4716,7/20/2011,3,0,7,9,0,3,1,1,0.74,0.697,0.7,0.0896,28,181,209
4717,7/20/2011,3,0,7,10,0,3,1,1,0.76,0.7273,0.7,0,34,76,110
4718,7/20/2011,3,0,7,11,0,3,1,1,0.8,0.7879,0.63,0.0896,26,116,142
4719,7/20/2011,3,0,7,12,0,3,1,1,0.82,0.803,0.59,0,28,121,149
4720,7/20/2011,3,0,7,13,0,3,1,1,0.84,0.8182,0.56,0.194,23,97,120
4721,7/20/2011,3,0,7,14,0,3,1,1,0.86,0.8333,0.53,0.2239,44,83,127
4722,7/20/2011,3,0,7,15,0,3,1,1,0.86,0.8182,0.5,0.1642,36,102,138
4723,7/20/2011,3,0,7,16,0,3,1,1,0.84,0.8182,0.56,0,30,204,234
4724,7/20/2011,3,0,7,17,0,3,1,1,0.84,0.8333,0.59,0.194,50,405,455
4725,7/20/2011,3,0,7,18,0,3,1,1,0.84,0.8333,0.59,0.2239,68,429,497
4726,7/20/2011,3,0,7,19,0,3,1,1,0.82,0.8485,0.67,0.1642,59,323,382
4727,7/20/2011,3,0,7,20,0,3,1,1,0.8,0.8333,0.75,0.2239,45,264,309
4728,7/20/2011,3,0,7,21,0,3,1,1,0.8,0.803,0.66,0.1642,33,209,242
4729,7/20/2011,3,0,7,22,0,3,1,1,0.78,0.7727,0.7,0.2239,25,144,169
4730,7/20/2011,3,0,7,23,0,3,1,1,0.76,0.7424,0.75,0.2537,26,73,99
4731,7/21/2011,3,0,7,0,0,4,1,2,0.76,0.7424,0.75,0.194,13,29,42
4732,7/21/2011,3,0,7,1,0,4,1,2,0.74,0.7273,0.84,0.2239,5,16,21
4733,7/21/2011,3,0,7,2,0,4,1,2,0.74,0.7273,0.84,0.2239,2,4,6
4734,7/21/2011,3,0,7,3,0,4,1,2,0.74,0.7121,0.79,0.1343,1,5,6
4735,7/21/2011,3,0,7,4,0,4,1,2,0.72,0.7121,0.84,0.1045,0,4,4
4736,7/21/2011,3,0,7,5,0,4,1,2,0.72,0.7121,0.84,0.1045,2,16,18
4737,7/21/2011,3,0,7,6,0,4,1,2,0.72,0.7121,0.84,0.1045,6,111,117
4738,7/21/2011,3,0,7,7,0,4,1,2,0.74,0.7273,0.84,0.1343,23,251,274
4739,7/21/2011,3,0,7,8,0,4,1,2,0.76,0.7576,0.79,0.1642,23,358,381
4740,7/21/2011,3,0,7,9,0,4,1,2,0.8,0.8182,0.75,0.2537,34,166,200
4741,7/21/2011,3,0,7,10,0,4,1,2,0.82,0.8636,0.71,0.2239,31,47,78
4742,7/21/2011,3,0,7,11,0,4,1,2,0.86,0.8939,0.63,0.2985,27,79,106
4743,7/21/2011,3,0,7,12,0,4,1,1,0.88,0.8939,0.56,0.3284,29,106,135
4744,7/21/2011,3,0,7,13,0,4,1,1,0.88,0.8939,0.56,0.2985,21,81,102
4745,7/21/2011,3,0,7,14,0,4,1,1,0.9,0.8939,0.5,0.3582,50,97,147
4746,7/21/2011,3,0,7,15,0,4,1,1,0.9,0.9242,0.53,0.2537,40,93,133
4747,7/21/2011,3,0,7,16,0,4,1,1,0.92,0.9242,0.48,0.2836,43,167,210
4748,7/21/2011,3,0,7,17,0,4,1,1,0.92,0.9091,0.45,0.2985,40,374,414
4749,7/21/2011,3,0,7,18,0,4,1,1,0.9,0.8939,0.5,0.2836,39,343,382
4750,7/21/2011,3,0,7,19,0,4,1,1,0.86,0.9242,0.67,0.2836,51,233,284
4751,7/21/2011,3,0,7,20,0,4,1,1,0.84,0.8939,0.71,0.2239,38,199,237
4752,7/21/2011,3,0,7,21,0,4,1,1,0.82,0.8939,0.75,0.2239,38,187,225
4753,7/21/2011,3,0,7,22,0,4,1,1,0.82,0.8636,0.71,0.1642,36,113,149
4754,7/21/2011,3,0,7,23,0,4,1,1,0.8,0.8182,0.71,0.1642,40,73,113
4755,7/22/2011,3,0,7,0,0,5,1,1,0.82,0.8333,0.63,0.1343,9,51,60
4756,7/22/2011,3,0,7,1,0,5,1,1,0.8,0.7879,0.63,0,7,17,24
4757,7/22/2011,3,0,7,2,0,5,1,1,0.78,0.803,0.79,0.1343,0,14,14
4758,7/22/2011,3,0,7,3,0,5,1,1,0.78,0.7879,0.75,0.1045,1,6,7
4759,7/22/2011,3,0,7,4,0,5,1,1,0.76,0.7424,0.75,0.1045,8,5,13
4760,7/22/2011,3,0,7,5,0,5,1,1,0.74,0.7121,0.79,0.1045,2,17,19
4761,7/22/2011,3,0,7,6,0,5,1,1,0.76,0.7424,0.75,0.0896,13,83,96
4762,7/22/2011,3,0,7,7,0,5,1,2,0.8,0.803,0.66,0.1045,20,232,252
4763,7/22/2011,3,0,7,8,0,5,1,2,0.84,0.8485,0.63,0.1642,30,292,322
4764,7/22/2011,3,0,7,9,0,5,1,1,0.86,0.8939,0.63,0.0896,31,177,208
4765,7/22/2011,3,0,7,10,0,5,1,1,0.9,0.9242,0.53,0.0896,32,83,115
4766,7/22/2011,3,0,7,11,0,5,1,1,0.9,0.8939,0.5,0.1045,23,86,109
4767,7/22/2011,3,0,7,12,0,5,1,1,0.94,0.9545,0.48,0.1642,20,95,115
4768,7/22/2011,3,0,7,13,0,5,1,1,0.94,0.9848,0.51,0.1642,25,98,123
4769,7/22/2011,3,0,7,14,0,5,1,1,0.96,1,0.48,0.2985,24,77,101
4770,7/22/2011,3,0,7,15,0,5,1,1,0.94,0.9848,0.51,0.2985,32,101,133
4771,7/22/2011,3,0,7,16,0,5,1,3,0.9,0.8333,0.39,0.2985,29,153,182
4772,7/22/2011,3,0,7,17,0,5,1,1,0.88,0.8485,0.47,0.1045,35,271,306
4773,7/22/2011,3,0,7,18,0,5,1,1,0.9,0.8182,0.37,0.1642,34,250,284
4774,7/22/2011,3,0,7,19,0,5,1,2,0.86,0.7879,0.41,0.1045,40,210,250
4775,7/22/2011,3,0,7,20,0,5,1,1,0.84,0.8182,0.56,0,46,166,212
4776,7/22/2011,3,0,7,21,0,5,1,1,0.82,0.803,0.59,0.0896,38,152,190
4777,7/22/2011,3,0,7,22,0,5,1,2,0.84,0.7879,0.49,0.0896,44,105,149
4778,7/22/2011,3,0,7,23,0,5,1,1,0.8,0.7879,0.63,0.194,19,84,103
4779,7/23/2011,3,0,7,0,0,6,0,1,0.82,0.7879,0.56,0,16,85,101
4780,7/23/2011,3,0,7,1,0,6,0,1,0.82,0.7727,0.52,0.1045,13,57,70
4781,7/23/2011,3,0,7,2,0,6,0,1,0.82,0.7727,0.52,0,13,48,61
4782,7/23/2011,3,0,7,3,0,6,0,1,0.78,0.7576,0.66,0.0896,6,16,22
4783,7/23/2011,3,0,7,4,0,6,0,1,0.76,0.7273,0.66,0.1045,5,4,9
4784,7/23/2011,3,0,7,5,0,6,0,1,0.76,0.7121,0.62,0.1343,1,6,7
4785,7/23/2011,3,0,7,6,0,6,0,1,0.8,0.7424,0.52,0.1343,6,19,25
4786,7/23/2011,3,0,7,7,0,6,0,1,0.8,0.7424,0.52,0.1045,7,38,45
4787,7/23/2011,3,0,7,8,0,6,0,1,0.84,0.7879,0.49,0.2537,24,85,109
4788,7/23/2011,3,0,7,9,0,6,0,1,0.84,0.7879,0.49,0.1642,30,102,132
4789,7/23/2011,3,0,7,10,0,6,0,1,0.86,0.7879,0.41,0.2239,61,137,198
4790,7/23/2011,3,0,7,11,0,6,0,1,0.9,0.8182,0.37,0.194,62,154,216
4791,7/23/2011,3,0,7,12,0,6,0,1,0.92,0.8636,0.37,0.1045,71,164,235
4792,7/23/2011,3,0,7,13,0,6,0,1,0.94,0.8788,0.38,0.1642,78,167,245
4793,7/23/2011,3,0,7,14,0,6,0,1,0.92,0.8939,0.42,0,84,152,236
4794,7/23/2011,3,0,7,15,0,6,0,1,0.94,0.8788,0.38,0,78,137,215
4795,7/23/2011,3,0,7,16,0,6,0,1,0.94,0.8788,0.38,0.1343,70,151,221
4796,7/23/2011,3,0,7,17,0,6,0,1,0.94,0.8788,0.38,0.1343,70,127,197
4797,7/23/2011,3,0,7,18,0,6,0,1,0.92,0.8788,0.4,0.2239,62,134,196
4798,7/23/2011,3,0,7,19,0,6,0,2,0.82,0.803,0.59,0.1343,80,137,217
4799,7/23/2011,3,0,7,20,0,6,0,1,0.82,0.803,0.59,0.2239,47,98,145
4800,7/23/2011,3,0,7,21,0,6,0,1,0.82,0.803,0.59,0.2239,39,115,154
4801,7/23/2011,3,0,7,22,0,6,0,1,0.8,0.7727,0.59,0.194,37,88,125
4802,7/23/2011,3,0,7,23,0,6,0,1,0.8,0.7727,0.59,0.1045,27,77,104
4803,7/24/2011,3,0,7,0,0,0,0,1,0.8,0.7727,0.59,0.1045,42,77,119
4804,7/24/2011,3,0,7,1,0,0,0,1,0.78,0.7576,0.66,0.1045,33,63,96
4805,7/24/2011,3,0,7,2,0,0,0,1,0.8,0.7879,0.63,0.0896,12,48,60
4806,7/24/2011,3,0,7,3,0,0,0,1,0.8,0.7879,0.63,0.0896,17,20,37
4807,7/24/2011,3,0,7,4,0,0,0,1,0.78,0.7576,0.66,0.1045,1,5,6
4808,7/24/2011,3,0,7,5,0,0,0,1,0.78,0.7576,0.66,0.0896,5,3,8
4809,7/24/2011,3,0,7,6,0,0,0,2,0.8,0.7879,0.63,0.0896,9,13,22
4810,7/24/2011,3,0,7,7,0,0,0,1,0.8,0.7727,0.59,0.1343,6,29,35
4811,7/24/2011,3,0,7,8,0,0,0,1,0.82,0.7879,0.56,0.2836,22,82,104
4812,7/24/2011,3,0,7,9,0,0,0,1,0.82,0.7879,0.56,0.3881,42,112,154
4813,7/24/2011,3,0,7,10,0,0,0,1,0.86,0.8182,0.5,0.3284,61,165,226
4814,7/24/2011,3,0,7,11,0,0,0,1,0.84,0.803,0.53,0.2537,74,169,243
4815,7/24/2011,3,0,7,12,0,0,0,1,0.9,0.8636,0.45,0.1642,85,161,246
4816,7/24/2011,3,0,7,13,0,0,0,1,0.86,0.803,0.47,0.2239,90,162,252
4817,7/24/2011,3,0,7,14,0,0,0,1,0.86,0.8182,0.5,0.2836,79,204,283
4818,7/24/2011,3,0,7,15,0,0,0,1,0.9,0.8485,0.42,0.2537,68,170,238
4819,7/24/2011,3,0,7,16,0,0,0,1,0.9,0.8485,0.42,0.2537,62,187,249
4820,7/24/2011,3,0,7,17,0,0,0,1,0.9,0.8333,0.39,0.1045,75,174,249
4821,7/24/2011,3,0,7,18,0,0,0,1,0.88,0.8182,0.42,0.1642,67,176,243
4822,7/24/2011,3,0,7,19,0,0,0,1,0.86,0.803,0.47,0.1642,70,170,240
4823,7/24/2011,3,0,7,20,0,0,0,1,0.84,0.7879,0.49,0.1642,52,143,195
4824,7/24/2011,3,0,7,21,0,0,0,1,0.8,0.7879,0.63,0.1343,42,111,153
4825,7/24/2011,3,0,7,22,0,0,0,1,0.78,0.7576,0.66,0,23,75,98
4826,7/24/2011,3,0,7,23,0,0,0,2,0.76,0.7273,0.7,0.0896,13,37,50
4827,7/25/2011,3,0,7,0,0,1,1,2,0.76,0.7273,0.7,0,17,17,34
4828,7/25/2011,3,0,7,1,0,1,1,2,0.76,0.7424,0.75,0.0896,4,8,12
4829,7/25/2011,3,0,7,2,0,1,1,2,0.74,0.7121,0.79,0.0896,3,3,6
4830,7/25/2011,3,0,7,3,0,1,1,1,0.74,0.7121,0.79,0,2,2,4
4831,7/25/2011,3,0,7,4,0,1,1,1,0.72,0.7121,0.84,0.0896,0,6,6
4832,7/25/2011,3,0,7,5,0,1,1,1,0.72,0.7121,0.84,0.0896,2,22,24
4833,7/25/2011,3,0,7,6,0,1,1,2,0.72,0.7121,0.84,0.0896,7,100,107
4834,7/25/2011,3,0,7,7,0,1,1,2,0.74,0.7121,0.79,0,20,257,277
4835,7/25/2011,3,0,7,8,0,1,1,2,0.76,0.7424,0.75,0,34,353,387
4836,7/25/2011,3,0,7,9,0,1,1,1,0.8,0.803,0.66,0,11,124,135
4837,7/25/2011,3,0,7,10,0,1,1,1,0.82,0.803,0.59,0,30,54,84
4838,7/25/2011,3,0,7,11,0,1,1,2,0.84,0.8333,0.59,0.194,24,83,107
4839,7/25/2011,3,0,7,12,0,1,1,2,0.84,0.8333,0.59,0.194,17,50,67
4840,7/25/2011,3,0,7,13,0,1,1,2,0.74,0.7121,0.74,0.1343,14,64,78
4841,7/25/2011,3,0,7,14,0,1,1,2,0.72,0.697,0.79,0.194,28,62,90
4842,7/25/2011,3,0,7,15,0,1,1,1,0.7,0.6667,0.84,0.3881,16,96,112
4843,7/25/2011,3,0,7,16,0,1,1,1,0.7,0.6667,0.84,0.2239,37,161,198
4844,7/25/2011,3,0,7,17,0,1,1,1,0.72,0.697,0.74,0,48,437,485
4845,7/25/2011,3,0,7,18,0,1,1,1,0.74,0.7121,0.74,0.0896,60,473,533
4846,7/25/2011,3,0,7,19,0,1,1,1,0.74,0.697,0.7,0.0896,62,324,386
4847,7/25/2011,3,0,7,20,0,1,1,1,0.72,0.697,0.74,0.1343,55,247,302
4848,7/25/2011,3,0,7,21,0,1,1,1,0.7,0.6667,0.84,0,41,153,194
4849,7/25/2011,3,0,7,22,0,1,1,1,0.7,0.6667,0.84,0,13,112,125
4850,7/25/2011,3,0,7,23,0,1,1,1,0.7,0.6667,0.84,0.0896,23,64,87
4851,7/26/2011,3,0,7,0,0,2,1,1,0.7,0.6667,0.79,0.1045,8,20,28
4852,7/26/2011,3,0,7,1,0,2,1,1,0.7,0.6667,0.79,0.1045,6,6,12
4853,7/26/2011,3,0,7,2,0,2,1,1,0.68,0.6364,0.89,0.1045,1,6,7
4854,7/26/2011,3,0,7,3,0,2,1,1,0.68,0.6364,0.89,0.1343,2,2,4
4855,7/26/2011,3,0,7,4,0,2,1,1,0.68,0.6364,0.88,0.1642,0,6,6
4856,7/26/2011,3,0,7,5,0,2,1,1,0.66,0.5909,0.89,0.0896,3,24,27
4857,7/26/2011,3,0,7,6,0,2,1,1,0.68,0.6364,0.83,0.2239,2,108,110
4858,7/26/2011,3,0,7,7,0,2,1,1,0.72,0.6818,0.66,0.2836,30,288,318
4859,7/26/2011,3,0,7,8,0,2,1,1,0.74,0.6818,0.55,0.194,32,392,424
4860,7/26/2011,3,0,7,9,0,2,1,1,0.76,0.6818,0.4,0.2239,25,162,187
4861,7/26/2011,3,0,7,10,0,2,1,1,0.8,0.697,0.31,0.2239,42,96,138
4862,7/26/2011,3,0,7,11,0,2,1,1,0.82,0.7121,0.3,0,49,102,151
4863,7/26/2011,3,0,7,12,0,2,1,1,0.84,0.7273,0.28,0,25,122,147
4864,7/26/2011,3,0,7,13,0,2,1,1,0.84,0.7273,0.32,0.2985,43,139,182
4865,7/26/2011,3,0,7,14,0,2,1,1,0.86,0.7424,0.3,0.2836,46,101,147
4866,7/26/2011,3,0,7,15,0,2,1,1,0.88,0.7576,0.28,0.3284,49,114,163
4867,7/26/2011,3,0,7,16,0,2,1,1,0.86,0.7576,0.36,0.2836,41,213,254
4868,7/26/2011,3,0,7,17,0,2,1,1,0.86,0.7576,0.36,0.3582,72,465,537
4869,7/26/2011,3,0,7,18,0,2,1,1,0.84,0.7424,0.39,0.3881,68,478,546
4870,7/26/2011,3,0,7,19,0,2,1,1,0.82,0.7424,0.43,0.2985,69,329,398
4871,7/26/2011,3,0,7,20,0,2,1,1,0.8,0.7273,0.46,0.2537,47,243,290
4872,7/26/2011,3,0,7,21,0,2,1,1,0.78,0.7121,0.49,0.2239,45,222,267
4873,7/26/2011,3,0,7,22,0,2,1,1,0.76,0.697,0.55,0.1343,27,131,158
4874,7/26/2011,3,0,7,23,0,2,1,1,0.76,0.7121,0.58,0.1045,18,71,89
4875,7/27/2011,3,0,7,0,0,3,1,2,0.78,0.7121,0.52,0.1642,19,26,45
4876,7/27/2011,3,0,7,1,0,3,1,1,0.78,0.7121,0.49,0.194,1,9,10
4877,7/27/2011,3,0,7,2,0,3,1,1,0.76,0.697,0.52,0.2985,1,5,6
4878,7/27/2011,3,0,7,3,0,3,1,1,0.72,0.6667,0.58,0.1642,0,4,4
4879,7/27/2011,3,0,7,4,0,3,1,1,0.72,0.6667,0.51,0.194,1,3,4
4880,7/27/2011,3,0,7,5,0,3,1,1,0.7,0.6515,0.54,0.2836,0,18,18
4881,7/27/2011,3,0,7,6,0,3,1,1,0.7,0.6515,0.54,0.2239,4,119,123
4882,7/27/2011,3,0,7,7,0,3,1,1,0.72,0.6667,0.48,0.2537,34,313,347
4883,7/27/2011,3,0,7,8,0,3,1,1,0.74,0.6667,0.42,0.2537,28,405,433
4884,7/27/2011,3,0,7,9,0,3,1,1,0.76,0.6667,0.35,0.2537,27,189,216
4885,7/27/2011,3,0,7,10,0,3,1,1,0.78,0.6818,0.33,0,32,82,114
4886,7/27/2011,3,0,7,11,0,3,1,1,0.8,0.697,0.31,0,42,94,136
4887,7/27/2011,3,0,7,12,0,3,1,1,0.82,0.7121,0.3,0.2836,37,132,169
4888,7/27/2011,3,0,7,13,0,3,1,1,0.84,0.7273,0.3,0.3582,29,151,180
4889,7/27/2011,3,0,7,14,0,3,1,1,0.84,0.7273,0.28,0.2239,20,107,127
4890,7/27/2011,3,0,7,15,0,3,1,1,0.86,0.7424,0.26,0.2537,37,103,140
4891,7/27/2011,3,0,7,16,0,3,1,1,0.86,0.7273,0.25,0.1642,40,228,268
4892,7/27/2011,3,0,7,17,0,3,1,1,0.84,0.7121,0.26,0.2239,81,491,572
4893,7/27/2011,3,0,7,18,0,3,1,1,0.82,0.7121,0.28,0.1045,78,463,541
4894,7/27/2011,3,0,7,19,0,3,1,1,0.8,0.697,0.29,0.0896,87,288,375
4895,7/27/2011,3,0,7,20,0,3,1,1,0.76,0.6818,0.45,0.2239,55,239,294
4896,7/27/2011,3,0,7,21,0,3,1,1,0.74,0.6667,0.48,0.1045,49,196,245
4897,7/27/2011,3,0,7,22,0,3,1,1,0.72,0.6667,0.48,0,37,143,180
4898,7/27/2011,3,0,7,23,0,3,1,1,0.74,0.6667,0.45,0.0896,16,93,109
4899,7/28/2011,3,0,7,0,0,4,1,1,0.7,0.6515,0.51,0.1343,14,31,45
4900,7/28/2011,3,0,7,1,0,4,1,1,0.72,0.6667,0.51,0,3,26,29
4901,7/28/2011,3,0,7,2,0,4,1,1,0.72,0.6667,0.54,0.1045,2,5,7
4902,7/28/2011,3,0,7,3,0,4,1,1,0.72,0.6667,0.54,0,0,5,5
4903,7/28/2011,3,0,7,4,0,4,1,1,0.7,0.6515,0.61,0.1045,0,6,6
4904,7/28/2011,3,0,7,5,0,4,1,1,0.7,0.6515,0.65,0.1045,1,26,27
4905,7/28/2011,3,0,7,6,0,4,1,1,0.7,0.6515,0.7,0.0896,6,110,116
4906,7/28/2011,3,0,7,7,0,4,1,1,0.72,0.6818,0.7,0.1642,27,278,305
4907,7/28/2011,3,0,7,8,0,4,1,1,0.74,0.697,0.66,0.1642,47,409,456
4908,7/28/2011,3,0,7,9,0,4,1,1,0.78,0.7424,0.59,0.194,21,189,210
4909,7/28/2011,3,0,7,10,0,4,1,1,0.8,0.7576,0.55,0.2836,30,86,116
4910,7/28/2011,3,0,7,11,0,4,1,1,0.84,0.8182,0.56,0.2836,41,113,154
4911,7/28/2011,3,0,7,12,0,4,1,1,0.84,0.803,0.53,0.2537,35,151,186
4912,7/28/2011,3,0,7,13,0,4,1,1,0.86,0.803,0.47,0.2537,26,126,152
